delta_R,m_mu_mu
[ 2.73074409],[ 111.53649404]
[ 4.0579637],[ 123.83684785]
[ 2.99367825],[ 68.28107381]
[ 3.37694071],[ 121.2941774]
[ 4.37500309],[ 124.65341199]
[ 2.83167822],[ 126.17181481]
[ 4.08536296],[ 124.86693394]
[ 4.18806087],[ 7.3803133]
[ 2.89045469],[ 30.80827799]
[ 2.67113467],[ 125.68048587]
[ 5.79751893],[ 57.56348175]
[ 3.43202632],[ 125.39767024]
[ 3.50197537],[ 125.94188208]
[ 1.61276115],[ 125.31286759]
[ 2.97464128],[ 124.63216518]
[ 1.95064859],[ 125.60485068]
[ 2.85977554],[ 2.74128258]
[ 3.92027754],[ 126.17466002]
[ 3.40596566],[ 126.55458192]
[ 3.4455199],[ 14.4385313]
[ 5.11551378],[ 124.73372796]
[ 4.57739095],[ 124.70189128]
[ 3.38527815],[ 127.33371833]
[ 2.85398798],[ 125.25373567]
[ 2.80552328],[ 33.31116803]
[ 3.37532762],[ 124.7302869]
[ 2.74496451],[ 12.15778017]
[ 3.85197064],[ 47.65328279]
[ 3.29205147],[ 122.30753243]
[ 1.27076247],[ 1.26107601]
[ 3.65327287],[ 2.09713894]
[ 3.92086234],[ 125.98336295]
[ 3.52168262],[ 122.17575042]
[ 4.01540206],[ 61.97444921]
[ 3.51081403],[ 125.66692264]
[ 2.15394799],[ 123.66628279]
[ 3.28159647],[ 120.07302194]
[ 3.24376642],[ 19.37955441]
[ 2.87743965],[ 36.13411468]
[ 2.84542912],[ 116.07138638]
[ 3.38018825],[ 23.19216568]
[ 2.57024781],[ 123.94653487]
[ 3.7803308],[ 17.04338168]
[ 4.23018217],[ 124.25404955]
[ 3.21328265],[ 124.58772109]
[ 3.45315129],[ 122.22612191]
[ 3.66527082],[ 120.85646295]
[ 3.9770174],[ 8.08062798]
[ 3.95725669],[ 121.37529073]
[ 4.46586049],[ 126.33061934]
[ 3.30290258],[ 35.91450695]
[ 2.27942013],[ 124.03374362]
[ 3.53826252],[ 29.95892293]
[ 1.20947713],[ 124.52185422]
[ 3.12194546],[ 125.02222768]
[ 2.65821981],[ 22.59195404]
[ 4.11354347],[ 123.29827746]
[ 1.34652458],[ 125.66978293]
[ 3.16297283],[ 2.54547738]
[ 2.77288229],[ 101.26693537]
[ 3.53481071],[ 110.957632]
[ 3.09749402],[ 124.86178308]
[ 2.68068162],[ 124.45502291]
[ 2.71032702],[ 18.73679379]
[ 4.32993058],[ 42.55108584]
[ 2.25521525],[ 20.583752]
[ 2.18160902],[ 5.35346335]
[ 4.32444614],[ 125.40341299]
[ 2.62387235],[ 124.83959315]
[ 3.03995229],[ 125.02464489]
[ 3.69352702],[ 123.11634345]
[ 3.4166439],[ 30.98825036]
[ 3.13487964],[ 124.41497569]
[ 0.73646156],[ 126.42997525]
[ 3.30328105],[ 122.20349209]
[ 2.58935299],[ 2.71729559]
[ 1.75395197],[ 124.54416522]
[ 3.58075033],[ 123.74401625]
[ 2.54370717],[ 7.63120195]
[ 2.94411752],[ 11.62340781]
[ 3.53324068],[ 7.86478677]
[ 4.79336792],[ 123.76665382]
[ 3.32372112],[ 124.39702364]
[ 1.86043052],[ 1.72578203]
[ 1.30487712],[ 126.15836599]
[ 2.15079413],[ 123.35279924]
[ 3.83946787],[ 2.74530696]
[ 3.05276639],[ 126.86053968]
[ 2.69595279],[ 120.53195547]
[ 2.95355195],[ 124.76677503]
[ 3.25524327],[ 124.51007085]
[ 3.59529448],[ 45.36854869]
[ 3.11624034],[ 120.67009757]
[ 2.807827],[ 11.94684893]
[ 1.68082628],[ 16.36827314]
[ 3.36134786],[ 20.90600712]
[ 1.25017344],[ 1.31722898]
[ 2.85795198],[ 124.75021864]
[ 2.8731248],[ 125.22463962]
[ 2.76188721],[ 124.18775445]
[ 3.39107625],[ 123.85539214]
[ 3.75403515],[ 124.92037474]
[ 5.66221972],[ 122.6950655]
[ 3.82369731],[ 124.36104056]
[ 3.57798545],[ 1.97507624]
[ 4.02267103],[ 123.8461747]
[ 3.278163],[ 128.42725818]
[ 4.1663637],[ 8.77546627]
[ 3.62847762],[ 122.08595111]
[ 2.72572554],[ 121.73346508]
[ 1.89838324],[ 123.60510917]
[ 3.60469495],[ 120.10826198]
[ 4.93866936],[ 14.2142463]
[ 3.39823956],[ 125.02332645]
[ 1.75430794],[ 122.29052551]
[ 3.94396573],[ 124.27074569]
[ 3.68265213],[ 1.91404255]
[ 4.14217195],[ 13.70276492]
[ 3.8745969],[ 29.0431873]
[ 3.45688102],[ 123.99421933]
[ 3.57940394],[ 126.21891202]
[ 4.20667173],[ 2.29857844]
[ 4.07709094],[ 14.06017747]
[ 3.89462604],[ 22.24476513]
[ 4.01479668],[ 121.19975112]
[ 3.71409859],[ 124.86259344]
[ 2.99097357],[ 1.92114068]
[ 4.47908286],[ 127.31444552]
[ 2.83301373],[ 124.24434184]
[ 3.18045032],[ 124.47134196]
[ 3.42523904],[ 2.14093416]
[ 3.3145432],[ 37.79748602]
[ 3.62893096],[ 126.49356833]
[ 2.91795731],[ 122.61711841]
[ 3.52235625],[ 125.12356808]
[ 4.31671031],[ 118.95504237]
[ 3.43222077],[ 57.67455932]
[ 3.28745652],[ 122.32911402]
[ 3.61326176],[ 21.02110412]
[ 3.1250291],[ 21.58616479]
[ 3.12478819],[ 17.67132376]
[ 2.24568334],[ 125.11532346]
[ 3.03982109],[ 24.09976758]
[ 3.42219786],[ 16.3146817]
[ 3.31472555],[ 126.64252463]
[ 2.86505947],[ 125.81632842]
[ 4.68818772],[ 1.80736463]
[ 3.30900611],[ 28.5282849]
[ 3.92333534],[ 67.91018565]
[ 3.00765528],[ 124.82222998]
[ 3.6133265],[ 120.02585803]
[ 1.41077358],[ 1.87221439]
[ 2.41863205],[ 127.55297163]
[ 3.27525534],[ 124.87317838]
[ 3.23896615],[ 124.37393666]
[ 3.94422255],[ 1.79226242]
[ 1.85836903],[ 124.5260031]
[ 4.28369825],[ 49.37288856]
[ 3.60320176],[ 122.35679833]
[ 3.46394938],[ 124.33268772]
[ 4.2637531],[ 122.59632997]
[ 3.35895056],[ 14.93392766]
[ 3.8102564],[ 124.58560296]
[ 3.04692466],[ 2.67204364]
[ 4.06838071],[ 10.80944416]
[ 3.37717962],[ 123.36759753]
[ 2.2196375],[ 125.18240684]
[ 2.89067308],[ 13.56734913]
[ 3.30668818],[ 10.69713862]
[ 2.70974934],[ 125.91124128]
[ 2.93350995],[ 123.92516701]
[ 3.19032657],[ 1.53203179]
[ 2.93307978],[ 125.978208]
[ 1.55606422],[ 121.48799178]
[ 3.6159832],[ 10.16195263]
[ 4.36917329],[ 22.2002615]
[ 2.75191883],[ 112.18829864]
[ 3.69397541],[ 124.65474555]
[ 2.76676439],[ 2.21714941]
[ 3.02944379],[ 3.91567925]
[ 2.98068007],[ 122.49139557]
[ 2.82443068],[ 22.98520914]
[ 3.11945171],[ 90.67352611]
[ 3.25469748],[ 18.20038501]
[ 5.06174827],[ 9.44844286]
[ 3.46119926],[ 3.15648329]
[ 5.29338681],[ 122.29711501]
[ 2.58936602],[ 121.82051501]
[ 3.59314169],[ 5.29883729]
[ 3.19277849],[ 122.8905095]
[ 2.7917867],[ 125.10526037]
[ 3.63344698],[ 28.2832288]
[ 4.33624131],[ 123.01538653]
[ 1.64560268],[ 124.35327084]
[ 3.40520771],[ 126.99019573]
[ 2.70545683],[ 124.55402163]
[ 3.19607406],[ 125.52489243]
[ 3.39132964],[ 2.11416133]
[ 3.24271319],[ 123.62953254]
[ 2.8092835],[ 124.74146853]
[ 2.59861105],[ 124.87913054]
[ 3.28096803],[ 13.87698457]
[ 2.72880012],[ 3.35978071]
[ 3.1072765],[ 123.85764047]
[ 2.96373479],[ 124.91524325]
[ 2.18347807],[ 125.60417557]
[ 2.65101019],[ 124.35558964]
[ 1.32256987],[ 126.53427998]
[ 2.43762521],[ 2.37944017]
[ 3.0104339],[ 125.03061149]
[ 5.25783593],[ 51.49015273]
[ 2.49795012],[ 121.76467561]
[ 3.25187803],[ 124.1643185]
[ 3.02770839],[ 3.58371343]
[ 1.91254545],[ 2.53556059]
[ 2.45245928],[ 125.27972816]
[ 2.42720341],[ 31.72777152]
[ 3.38018884],[ 125.1214449]
[ 2.64654287],[ 120.6397264]
[ 3.41375752],[ 125.60120636]
[ 3.08680216],[ 124.19364754]
[ 2.68573654],[ 2.01939688]
[ 3.1767243],[ 38.88499689]
[ 2.47973982],[ 124.48541765]
[ 2.89793425],[ 125.95589606]
[ 3.55678752],[ 48.7808316]
[ 3.08122471],[ 123.54963585]
[ 3.70722053],[ 126.0889624]
[ 3.63567855],[ 23.764077]
[ 1.91880167],[ 122.20573427]
[ 3.42081385],[ 119.86186929]
[ 3.47258369],[ 2.07871165]
[ 2.24353463],[ 123.0347624]
[ 1.97422569],[ 124.24703324]
[ 3.00938797],[ 34.21284404]
[ 3.09473457],[ 119.7843747]
[ 1.86672509],[ 123.63933022]
[ 2.99628468],[ 104.13285423]
[ 3.61920641],[ 61.91567473]
[ 4.12614097],[ 124.40718947]
[ 3.29602985],[ 124.22671486]
[ 3.79722439],[ 123.91113506]
[ 3.48628187],[ 123.2040449]
[ 2.88648642],[ 119.64661943]
[ 3.98609747],[ 124.61641395]
[ 3.44625892],[ 45.47410304]
[ 3.003902],[ 127.04264336]
[ 3.22951283],[ 124.53868292]
[ 1.24594151],[ 124.72426481]
[ 2.48774442],[ 122.04651111]
[ 3.37322811],[ 123.28129536]
[ 3.33824607],[ 31.4732885]
[ 2.68143968],[ 124.66329654]
[ 3.56450741],[ 124.1061897]
[ 3.39050813],[ 48.20444275]
[ 2.57924254],[ 2.48048141]
[ 3.56580786],[ 124.09031739]
[ 3.55984475],[ 44.54549402]
[ 2.72621582],[ 8.45106257]
[ 3.27579044],[ 126.1059476]
[ 5.15525538],[ 25.62022562]
[ 3.27246137],[ 7.23095428]
[ 4.22548288],[ 128.20730273]
[ 2.19231099],[ 124.09131766]
[ 3.12773468],[ 5.50133545]
[ 5.35453173],[ 35.67869075]
[ 2.93162229],[ 124.6427034]
[ 3.64396251],[ 42.35415651]
[ 2.78379256],[ 121.45866477]
[ 3.01084393],[ 2.75127031]
[ 2.63814234],[ 1.91334]
[ 4.50467751],[ 122.8438062]
[ 4.03435522],[ 124.81813911]
[ 1.66301984],[ 1.87785933]
[ 3.78085135],[ 124.88262031]
[ 3.16151616],[ 121.44908811]
[ 3.09015239],[ 23.38060749]
[ 2.96623938],[ 51.33313918]
[ 2.41555215],[ 34.90817504]
[ 3.14202134],[ 124.58348473]
[ 2.59951334],[ 120.8011834]
[ 2.95511542],[ 124.73020992]
[ 2.60148185],[ 120.03861103]
[ 4.09227833],[ 123.56730451]
[ 3.09636013],[ 42.75972711]
[ 3.43162372],[ 5.63475765]
[ 2.94409972],[ 125.61380447]
[ 3.04943985],[ 3.40690027]
[ 2.97770718],[ 113.68137537]
[ 4.10472858],[ 123.16017859]
[ 2.99818309],[ 123.68344548]
[ 2.40512691],[ 18.30452443]
[ 3.13158803],[ 126.1133571]
[ 3.59015294],[ 42.06677355]
[ 3.46468996],[ 2.47976945]
[ 4.33700967],[ 10.05541046]
[ 3.0160221],[ 25.38225064]
[ 3.52243503],[ 14.89691116]
[ 3.14333927],[ 15.8832242]
[ 3.13002749],[ 44.3856657]
[ 3.86903313],[ 124.53867164]
[ 3.77061945],[ 2.81304708]
[ 3.64498661],[ 39.21121008]
[ 3.52090091],[ 124.10916461]
[ 0.78198102],[ 2.17108721]
[ 2.76712362],[ 2.39510375]
[ 3.85241263],[ 9.20036402]
[ 3.88106321],[ 15.84536403]
[ 3.00622869],[ 118.23668815]
[ 3.33650542],[ 124.37181617]
[ 3.47937166],[ 123.06569268]
[ 3.70409216],[ 19.05147202]
[ 3.24458542],[ 125.91161291]
[ 3.57743875],[ 123.60086141]
[ 3.44748818],[ 12.44089801]
[ 3.18830253],[ 33.47458453]
[ 4.66009741],[ 122.62245058]
[ 3.50150154],[ 125.59451615]
[ 3.82770266],[ 56.66361778]
[ 4.10103538],[ 54.01997158]
[ 1.49946171],[ 123.35518533]
[ 3.01383065],[ 119.8599125]
[ 2.39174683],[ 16.53925087]
[ 3.25341363],[ 126.36165164]
[ 1.79923734],[ 123.87030265]
[ 1.95715264],[ 2.27653332]
[ 3.59409458],[ 126.50852427]
[ 2.81212345],[ 122.76506502]
[ 3.87941324],[ 1.72705975]
[ 3.39552729],[ 125.65675472]
[ 3.1126346],[ 36.51947927]
[ 3.95084869],[ 6.44298371]
[ 2.81957307],[ 125.69923015]
[ 3.10209542],[ 27.77604137]
[ 3.31814264],[ 3.98484904]
[ 3.24071678],[ 2.37694183]
[ 3.1860705],[ 123.84148641]
[ 4.1236041],[ 9.18374559]
[ 2.59147233],[ 5.45437557]
[ 2.77938445],[ 15.85824568]
[ 2.50096507],[ 122.88630611]
[ 4.11966328],[ 1.82377561]
[ 3.06191793],[ 126.47916966]
[ 3.35622174],[ 24.83878455]
[ 2.98586569],[ 2.04346453]
[ 1.80064448],[ 26.97379157]
[ 3.06648065],[ 25.155289]
[ 3.08320332],[ 2.1227188]
[ 3.3533053],[ 124.74605615]
[ 4.18105411],[ 124.53993952]
[ 2.03534986],[ 126.1568279]
[ 4.74965176],[ 2.36421418]
[ 2.90607856],[ 27.23517383]
[ 2.72454215],[ 2.61541367]
[ 3.93378783],[ 125.06957672]
[ 2.96890381],[ 123.25044696]
[ 2.37314221],[ 22.47199796]
[ 4.15280672],[ 26.66252623]
[ 3.5104418],[ 125.25140849]
[ 3.78387019],[ 21.82082655]
[ 2.18206137],[ 123.30372376]
[ 3.98196686],[ 60.69095881]
[ 3.46374129],[ 29.57412595]
[ 1.44012727],[ 124.18968116]
[ 2.97475047],[ 28.02721252]
[ 3.25156048],[ 2.50777062]
[ 3.79789493],[ 70.57109175]
[ 3.43377496],[ 125.05789479]
[ 3.35800081],[ 123.72941752]
[ 3.48663447],[ 34.23772512]
[ 2.6144689],[ 122.61673725]
[ 2.91595196],[ 31.93332456]
[ 3.09202619],[ 120.54332946]
[ 4.48912506],[ 125.92657537]
[ 3.13801941],[ 25.47545033]
[ 3.10374224],[ 125.19237103]
[ 2.74811356],[ 31.54540923]
[ 3.00111651],[ 125.63130682]
[ 3.62447651],[ 123.38868824]
[ 3.12184578],[ 125.6701249]
[ 2.79424046],[ 3.80728281]
[ 3.62409501],[ 125.43785775]
[ 3.42523002],[ 10.03246357]
[ 3.12944175],[ 124.57256147]
[ 3.97432383],[ 14.40536698]
[ 2.69087004],[ 125.56864058]
[ 4.53331096],[ 9.78719547]
[ 1.58853961],[ 122.10573183]
[ 2.91840147],[ 32.55313583]
[ 3.88610408],[ 39.10667969]
[ 3.41802652],[ 15.29935646]
[ 4.25178366],[ 3.6956145]
[ 5.07989514],[ 122.93234333]
[ 2.93849851],[ 127.50167711]
[ 2.69000705],[ 14.62573914]
[ 2.76714485],[ 121.03973018]
[ 3.04662896],[ 124.63222281]
[ 3.29280301],[ 120.98082162]
[ 3.93414373],[ 2.54744457]
[ 3.34416768],[ 122.25709171]
[ 3.24199549],[ 42.95754837]
[ 3.21066206],[ 125.51954773]
[ 3.93346468],[ 27.45306364]
[ 3.1759655],[ 124.01079638]
[ 2.86796309],[ 6.91530414]
[ 3.5225212],[ 2.52267983]
[ 3.56830625],[ 123.87237386]
[ 3.14276627],[ 123.97198351]
[ 2.70473975],[ 14.69270325]
[ 3.7769952],[ 127.24739787]
[ 3.53477361],[ 124.63656454]
[ 2.68143887],[ 126.63965803]
[ 3.87685107],[ 124.31417106]
[ 3.6349739],[ 124.04725386]
[ 3.80516934],[ 125.53106239]
[ 3.05539304],[ 123.53565554]
[ 3.18700725],[ 28.11806977]
[ 2.66902821],[ 124.56886014]
[ 3.60237665],[ 125.96765208]
[ 3.72337379],[ 122.63802597]
[ 3.92112284],[ 123.46967305]
[ 2.51624657],[ 125.21764153]
[ 2.80731355],[ 122.77121293]
[ 3.26193223],[ 5.84799785]
[ 4.32017174],[ 14.48123625]
[ 3.11756552],[ 120.83303011]
[ 2.73380336],[ 1.98646603]
[ 3.29149335],[ 124.20702216]
[ 4.3535718],[ 13.59383765]
[ 3.37601896],[ 21.8182515]
[ 4.07318579],[ 22.81187258]
[ 3.41204116],[ 123.30499791]
[ 1.63878939],[ 38.19416187]
[ 2.86191933],[ 25.88137884]
[ 3.1436352],[ 1.45551264]
[ 3.64897267],[ 125.67376861]
[ 3.41000458],[ 124.2777011]
[ 2.96555014],[ 25.52942504]
[ 3.18520384],[ 123.50114775]
[ 3.68742029],[ 125.04843671]
[ 1.15849135],[ 2.6822767]
[ 2.04388278],[ 14.30900191]
[ 1.59879997],[ 124.74177711]
[ 3.71871322],[ 123.85655211]
[ 2.34103323],[ 22.35727273]
[ 3.47255632],[ 125.74225836]
[ 3.29815343],[ 116.69938447]
[ 3.65123358],[ 125.79591977]
[ 3.17373243],[ 27.58469669]
[ 3.77008878],[ 11.4918001]
[ 2.87656095],[ 29.35128844]
[ 3.10258709],[ 123.49298198]
[ 2.48215333],[ 36.42538287]
[ 3.28874707],[ 125.88908919]
[ 3.20180777],[ 45.39218259]
[ 5.12787462],[ 125.53681843]
[ 2.74090557],[ 2.25106656]
[ 2.72894996],[ 3.33477677]
[ 3.55560684],[ 110.46849027]
[ 3.90553842],[ 126.69749945]
[ 2.6632382],[ 16.89201624]
[ 2.8536693],[ 124.00003732]
[ 3.06685271],[ 107.15939128]
[ 3.77230137],[ 8.29808276]
[ 3.31237703],[ 125.98185711]
[ 2.64142501],[ 121.76876613]
[ 6.52066988],[ 123.76509366]
[ 3.65433959],[ 124.27249653]
[ 2.93182533],[ 10.68645731]
[ 3.35162901],[ 29.62649868]
[ 3.39171462],[ 2.14677076]
[ 2.3814556],[ 24.92460735]
[ 3.28162346],[ 125.09624083]
[ 3.27000125],[ 124.67822932]
[ 3.18371764],[ 31.35036053]
[ 1.86920184],[ 4.8211667]
[ 3.4815248],[ 122.99769886]
[ 3.01127321],[ 124.86748944]
[ 3.17206681],[ 120.15284372]
[ 4.1150203],[ 112.54652327]
[ 2.01950221],[ 26.73382154]
[ 3.31949456],[ 37.40774202]
[ 3.55343967],[ 91.69102183]
[ 2.09966453],[ 125.90702061]
[ 3.95435191],[ 122.81740367]
[ 3.94527564],[ 3.13577169]
[ 3.00302179],[ 127.90985854]
[ 2.91890811],[ 44.34815566]
[ 2.59425223],[ 23.72063489]
[ 0.92936682],[ 4.67228086]
[ 3.12557828],[ 123.16667627]
[ 2.41118062],[ 126.68810482]
[ 3.44511939],[ 38.78715901]
[ 2.24100306],[ 111.49172352]
[ 3.3264119],[ 123.06851691]
[ 4.42997124],[ 99.95229949]
[ 4.14600888],[ 122.77594944]
[ 3.10675194],[ 125.05892616]
[ 3.2356532],[ 125.90739807]
[ 5.04118802],[ 126.61916778]
[ 3.27764941],[ 125.88631304]
[ 3.52953734],[ 123.63917787]
[ 3.92859641],[ 117.01172466]
[ 3.87838849],[ 22.25764848]
[ 3.13607301],[ 125.40001565]
[ 4.02096151],[ 120.12314083]
[ 1.93710083],[ 119.29620172]
[ 3.00267818],[ 125.99299199]
[ 4.1194954],[ 122.50161662]
[ 3.29189021],[ 3.48212471]
[ 2.16215168],[ 124.2466277]
[ 1.54848411],[ 122.64822212]
[ 4.11523925],[ 123.2957345]
[ 2.94728137],[ 125.64913652]
[ 4.62125967],[ 124.14348992]
[ 4.27246942],[ 126.07827154]
[ 3.59863743],[ 122.89207352]
[ 4.49275649],[ 122.28069136]
[ 3.88122245],[ 40.45328773]
[ 3.31785382],[ 122.478988]
[ 3.18601147],[ 126.34835231]
[ 3.76363812],[ 124.79221227]
[ 3.82158149],[ 10.68612503]
[ 3.6039366],[ 125.53285106]
[ 2.09739695],[ 125.39307606]
[ 3.43849737],[ 124.93289887]
[ 2.37981288],[ 124.27736347]
[ 3.4551706],[ 124.84700819]
[ 3.53948635],[ 36.00219401]
[ 3.37975903],[ 124.92309885]
[ 4.17445415],[ 126.02203118]
[ 3.86874383],[ 121.87551835]
[ 1.37023381],[ 15.67667988]
[ 3.07596589],[ 32.73497671]
[ 3.7588655],[ 123.8145306]
[ 4.20239309],[ 9.06705694]
[ 4.33912765],[ 8.55747514]
[ 1.7128508],[ 2.14995508]
[ 4.27242412],[ 8.58046124]
[ 3.9493751],[ 122.39968711]
[ 3.24659433],[ 125.02754157]
[ 2.81218214],[ 12.62195081]
[ 3.75807884],[ 123.01395866]
[ 3.98032812],[ 29.5221848]
[ 3.17688063],[ 33.12077981]
[ 2.92863809],[ 3.49720357]
[ 2.92885865],[ 124.33482881]
[ 2.08135237],[ 3.71619774]
[ 3.0059593],[ 123.88198486]
[ 2.83704872],[ 6.56668627]
[ 2.40205482],[ 15.18026914]
[ 2.73744421],[ 42.11997262]
[ 2.2448002],[ 126.22959759]
[ 2.94421364],[ 125.32647378]
[ 3.15889795],[ 124.41622769]
[ 3.52862272],[ 122.30500392]
[ 3.39869837],[ 6.52287057]
[ 2.53574804],[ 33.18403205]
[ 2.69925672],[ 42.14611691]
[ 3.99284655],[ 125.38644803]
[ 3.78797997],[ 7.03307503]
[ 1.03761841],[ 120.20304161]
[ 3.44554922],[ 125.10772937]
[ 3.66767099],[ 124.01420027]
[ 3.36451434],[ 124.34162179]
[ 2.92318692],[ 119.23093673]
[ 3.81414048],[ 5.13173467]
[ 3.18575911],[ 116.00133161]
[ 4.04759262],[ 13.38004451]
[ 4.09857109],[ 10.26978969]
[ 2.99322419],[ 44.83578768]
[ 3.81201234],[ 41.70566894]
[ 3.87240451],[ 47.99498423]
[ 3.31959342],[ 122.85154665]
[ 5.63887354],[ 7.29423683]
[ 3.40409907],[ 124.01275336]
[ 2.932042],[ 9.30069079]
[ 6.00557924],[ 110.92320244]
[ 3.3211118],[ 121.40908662]
[ 1.75311415],[ 14.80882884]
[ 4.74806527],[ 9.40271964]
[ 3.21254897],[ 124.35661758]
[ 2.97033546],[ 23.76973665]
[ 3.40067493],[ 27.39768563]
[ 4.289349],[ 127.64106231]
[ 3.01943359],[ 26.92304759]
[ 3.31501214],[ 1.5628129]
[ 3.05974863],[ 121.39021472]
[ 3.35965978],[ 126.21827295]
[ 3.69282867],[ 125.45895151]
[ 3.59225152],[ 10.94824082]
[ 2.80072065],[ 124.93368288]
[ 4.83489387],[ 126.26438169]
[ 2.75516479],[ 124.60328451]
[ 3.36902173],[ 125.6848614]
[ 3.7676993],[ 114.00801346]
[ 3.38731457],[ 2.88223854]
[ 2.31810373],[ 122.73028545]
[ 4.21895223],[ 124.41348687]
[ 3.96673645],[ 36.17198115]
[ 2.97940934],[ 124.92039132]
[ 3.40665615],[ 121.74228401]
[ 2.97018917],[ 123.10039748]
[ 3.6783949],[ 125.27128809]
[ 4.57075617],[ 3.28360414]
[ 2.91434916],[ 124.16330776]
[ 3.72487308],[ 9.76512363]
[ 4.3119859],[ 66.75334207]
[ 3.90022246],[ 125.96494916]
[ 2.00930286],[ 18.60070426]
[ 3.73449027],[ 125.18038429]
[ 2.12461995],[ 13.22020454]
[ 5.25042555],[ 125.32964082]
[ 3.56727262],[ 34.16245632]
[ 3.36219282],[ 126.36172791]
[ 3.62909476],[ 29.23637604]
[ 1.69133471],[ 21.40978025]
[ 2.21852873],[ 37.29343389]
[ 2.75616586],[ 115.23590596]
[ 2.61666109],[ 22.81980945]
[ 2.35707252],[ 119.76688807]
[ 2.61369596],[ 123.90432208]
[ 4.31604972],[ 124.82970828]
[ 2.95988211],[ 125.55767675]
[ 3.86567521],[ 113.2950331]
[ 3.84145028],[ 54.4592287]
[ 3.08757988],[ 110.47142799]
[ 2.96780294],[ 16.14482045]
[ 2.88647034],[ 15.17527303]
[ 3.14961276],[ 125.52729822]
[ 2.99215436],[ 92.13078698]
[ 2.5551741],[ 23.19432011]
[ 2.8728773],[ 122.62057138]
[ 3.2397453],[ 124.34571465]
[ 2.30865887],[ 125.5385777]
[ 2.92242424],[ 60.76712356]
[ 2.66139815],[ 19.43421003]
[ 2.53932378],[ 117.17626303]
[ 2.8990407],[ 123.86540157]
[ 3.35815472],[ 14.81744148]
[ 3.6666395],[ 122.77314718]
[ 2.90008879],[ 123.80478465]
[ 3.56356093],[ 124.15684115]
[ 2.5822534],[ 123.6679614]
[ 3.00413696],[ 7.18669652]
[ 3.39894915],[ 2.53127922]
[ 3.88802324],[ 29.13943805]
[ 2.17088849],[ 120.31488013]
[ 2.86444744],[ 123.58827945]
[ 3.33702779],[ 123.59754385]
[ 3.4828089],[ 124.87445259]
[ 3.05446864],[ 5.9734933]
[ 3.84417211],[ 56.69268461]
[ 3.35208294],[ 1.8620296]
[ 2.97737209],[ 124.09258559]
[ 4.4124385],[ 6.68951436]
[ 2.83500798],[ 125.52717624]
[ 4.09485059],[ 6.50902653]
[ 3.53404643],[ 19.76706078]
[ 3.32666212],[ 39.86919497]
[ 3.73856803],[ 123.51066755]
[ 3.20048639],[ 36.52849922]
[ 3.21860633],[ 124.8119556]
[ 3.6261516],[ 125.7397104]
[ 2.71517216],[ 2.46944036]
[ 2.89801271],[ 124.29703805]
[ 3.76948573],[ 26.79287722]
[ 2.2427682],[ 25.12185797]
[ 3.0052009],[ 120.95442971]
[ 3.8010124],[ 10.09507342]
[ 3.39022874],[ 123.11260896]
[ 3.17451447],[ 31.42122295]
[ 4.08525826],[ 124.55698235]
[ 4.28446513],[ 9.44171419]
[ 1.99193816],[ 125.36907126]
[ 0.96545281],[ 0.74618437]
[ 4.51595107],[ 124.01561695]
[ 3.80700852],[ 6.93669543]
[ 3.26707093],[ 2.20905954]
[ 2.89666724],[ 22.20504704]
[ 3.69095588],[ 123.16348768]
[ 3.3915956],[ 124.49047304]
[ 3.39169646],[ 121.39634645]
[ 3.56862315],[ 124.45983711]
[ 3.31391183],[ 124.10529729]
[ 3.40253771],[ 125.1677022]
[ 3.17209575],[ 127.78012562]
[ 4.03983449],[ 1.90051067]
[ 3.53491023],[ 119.02055183]
[ 2.74380357],[ 124.80783965]
[ 3.7388872],[ 27.65678033]
[ 4.40086938],[ 14.09523731]
[ 3.31358959],[ 123.19075609]
[ 3.37724284],[ 12.08525066]
[ 3.75812183],[ 123.88111859]
[ 3.61283738],[ 125.10886013]
[ 2.47080796],[ 1.78133384]
[ 3.14826979],[ 126.45761088]
[ 3.44447112],[ 123.64066203]
[ 3.25993572],[ 10.36366651]
[ 4.00838477],[ 120.01580181]
[ 2.70409896],[ 121.17631488]
[ 3.37272262],[ 42.15844192]
[ 3.33242439],[ 124.65960295]
[ 3.42843246],[ 5.12686017]
[ 3.84771015],[ 28.84918057]
[ 3.63527987],[ 110.34994779]
[ 3.18542968],[ 125.72640208]
[ 3.20688576],[ 126.59152761]
[ 3.17027246],[ 124.21938971]
[ 2.99260411],[ 124.45257994]
[ 3.29130211],[ 127.10537449]
[ 3.104956],[ 124.9876027]
[ 3.22810077],[ 120.92220506]
[ 4.38728112],[ 6.48128165]
[ 3.28417229],[ 121.06390396]
[ 2.51606088],[ 1.85329058]
[ 1.96208255],[ 125.40186381]
[ 2.90785328],[ 26.86406475]
[ 4.30971908],[ 16.35983237]
[ 2.25144107],[ 13.07422838]
[ 4.066729],[ 2.22987373]
[ 1.77700796],[ 28.14642019]
[ 2.68453812],[ 122.25002185]
[ 3.1134666],[ 16.42839638]
[ 3.33608961],[ 35.24072556]
[ 3.63603005],[ 20.86582354]
[ 4.79175526],[ 45.53940078]
[ 3.08085056],[ 32.19878898]
[ 3.07883395],[ 125.36917782]
[ 2.56919074],[ 59.25997889]
[ 3.51657699],[ 51.08035838]
[ 3.47059158],[ 2.77316642]
[ 4.05095891],[ 17.56753796]
[ 4.65311127],[ 3.02042701]
[ 3.55285271],[ 11.67764632]
