delta_R,m_mu_mu
[ 3.74283857],[ 127.58660576]
[ 1.35192077],[ 124.81808851]
[ 4.6591136],[ 125.78390295]
[ 3.55197274],[ 3.26790377]
[ 3.3301393],[ 16.14578194]
[ 3.67684334],[ 6.22816471]
[ 3.95669878],[ 58.49018194]
[ 3.07916113],[ 122.54881593]
[ 2.67057541],[ 124.41863551]
[ 3.21330412],[ 2.77424254]
[ 3.61787788],[ 125.73148894]
[ 3.6392381],[ 19.54207234]
[ 3.48935942],[ 11.80196441]
[ 3.99676585],[ 23.24950833]
[ 4.228549],[ 86.57273421]
[ 1.20536554],[ 1.46272078]
[ 2.20940299],[ 118.44616762]
[ 3.68477013],[ 124.19203981]
[ 2.29666494],[ 120.25450788]
[ 3.47978792],[ 120.30317611]
[ 3.60021528],[ 1.99057128]
[ 0.99327882],[ 123.02569148]
[ 3.03210995],[ 30.4540464]
[ 4.51574072],[ 8.74987983]
[ 3.65263311],[ 123.50813632]
[ 3.82104073],[ 15.76724885]
[ 2.85772481],[ 125.45216424]
[ 2.66561377],[ 124.78361848]
[ 5.74556873],[ 124.62856276]
[ 3.27386263],[ 29.97294564]
[ 2.49411165],[ 21.02484071]
[ 3.17927464],[ 8.50215863]
[ 4.78292692],[ 2.92499213]
[ 3.34595079],[ 124.18078924]
[ 3.27919471],[ 18.65128447]
[ 3.89976476],[ 119.23747293]
[ 4.55793846],[ 10.09986108]
[ 3.10055769],[ 122.17323895]
[ 2.26076228],[ 4.24090853]
[ 5.51427171],[ 102.43786791]
[ 3.53178132],[ 123.44056515]
[ 4.3162134],[ 3.65134874]
[ 3.64160025],[ 16.10290118]
[ 4.7093653],[ 121.49108602]
[ 3.55141604],[ 125.63227139]
[ 3.8515423],[ 122.24501613]
[ 1.60239067],[ 21.40458996]
[ 3.1388954],[ 124.08245994]
[ 3.81077174],[ 108.65893121]
[ 3.63838349],[ 123.13063618]
[ 0.48726091],[ 124.99582706]
[ 2.86293595],[ 123.34448665]
[ 4.12618987],[ 125.86363948]
[ 3.43448054],[ 118.19802063]
[ 2.82041913],[ 28.0375268]
[ 4.62829878],[ 110.8951184]
[ 3.77583003],[ 39.15858462]
[ 4.25911239],[ 124.23312568]
[ 2.51702403],[ 125.50751022]
[ 3.72260539],[ 110.87668508]
[ 3.67730624],[ 4.23610459]
[ 3.90735122],[ 127.67283921]
[ 2.36142005],[ 125.79355947]
[ 3.30567917],[ 40.06959478]
[ 3.20565949],[ 27.36069983]
[ 2.49474923],[ 126.45387332]
[ 1.45972039],[ 124.09039397]
[ 2.61266955],[ 95.70512457]
[ 3.42569499],[ 125.47370327]
[ 3.3624026],[ 125.59302749]
[ 2.12485249],[ 11.39543995]
[ 3.75960742],[ 122.68378918]
[ 3.21439195],[ 116.93320479]
[ 3.24579732],[ 29.4468394]
[ 3.50282673],[ 32.42819577]
[ 3.61535443],[ 126.2714962]
[ 2.67906139],[ 124.73108537]
[ 1.72329807],[ 20.13246414]
[ 2.56006643],[ 123.78116703]
[ 3.94300163],[ 123.01093079]
[ 1.83538403],[ 125.57197037]
[ 4.08977211],[ 123.73969522]
[ 4.37762526],[ 60.07817114]
[ 2.44272843],[ 4.96306002]
[ 4.57731053],[ 2.61866952]
[ 4.08789981],[ 89.92269556]
[ 3.10510612],[ 31.06840358]
[ 3.2191643],[ 21.27035719]
[ 3.36793177],[ 121.34860786]
[ 3.23340534],[ 8.23257534]
[ 3.89276739],[ 126.11938865]
[ 3.61925766],[ 22.97144562]
[ 2.79610688],[ 119.78855437]
[ 5.4992102],[ 12.34655645]
[ 3.24122731],[ 122.9928761]
[ 2.42340122],[ 123.43919957]
[ 3.18323692],[ 6.18082167]
[ 4.83804137],[ 25.3953908]
[ 3.11111918],[ 20.45719378]
[ 5.13025349],[ 23.89593162]
[ 3.56315373],[ 4.69528908]
[ 4.80031256],[ 15.67045119]
[ 3.38137115],[ 109.17536142]
[ 4.2599611],[ 12.74118847]
[ 2.33280753],[ 120.95656028]
[ 3.00496889],[ 32.27423793]
[ 3.06725441],[ 124.77400839]
[ 3.37780075],[ 123.86822403]
[ 3.56903486],[ 3.362711]
[ 3.01586468],[ 14.26084893]
[ 3.10682573],[ 124.75620338]
[ 3.21760593],[ 124.6994662]
[ 4.56874771],[ 102.08760381]
[ 3.12369223],[ 123.83778561]
[ 2.94527432],[ 50.99692219]
[ 3.8456797],[ 124.58816602]
[ 2.62038958],[ 18.43444319]
[ 2.95085064],[ 119.90378716]
[ 3.18495742],[ 6.022952]
[ 3.21427665],[ 123.344554]
[ 2.48211234],[ 124.2149497]
[ 3.00071856],[ 118.09440069]
[ 2.71774458],[ 122.09054031]
[ 2.99978522],[ 125.46224118]
[ 2.84556393],[ 29.1952881]
[ 2.29878598],[ 123.3046827]
[ 3.39345549],[ 118.75715405]
[ 3.88395851],[ 92.80071553]
[ 2.68853061],[ 21.69168218]
[ 3.45679887],[ 6.16870542]
[ 3.47511089],[ 123.82318545]
[ 3.20875028],[ 124.97572127]
[ 3.44153561],[ 124.39320634]
[ 3.02220462],[ 126.20927785]
[ 3.53311058],[ 124.37113786]
[ 3.63095607],[ 3.06175368]
[ 2.62458801],[ 30.11352124]
[ 3.19064568],[ 124.16532229]
[ 3.9923812],[ 116.36222578]
[ 2.81786361],[ 122.38111566]
[ 3.36717333],[ 124.80868195]
[ 4.13542092],[ 8.61453769]
[ 3.86012114],[ 126.40981906]
[ 3.14441042],[ 42.20318479]
[ 3.27481596],[ 31.14518894]
[ 3.32104253],[ 125.13267825]
[ 3.2253325],[ 124.47861834]
[ 3.3806115],[ 2.67103137]
[ 2.2534317],[ 18.12303006]
[ 3.39519708],[ 16.54304898]
[ 4.45370975],[ 10.25634677]
[ 2.34177169],[ 115.64236879]
[ 3.38388933],[ 1.75361881]
[ 3.40570079],[ 126.04217544]
[ 5.16217539],[ 121.33562722]
[ 3.79396351],[ 14.06044541]
[ 1.75867471],[ 119.34386613]
[ 3.8615946],[ 82.79884045]
[ 4.12485239],[ 9.15624246]
[ 3.45002954],[ 19.46541329]
[ 3.37547027],[ 30.9980798]
[ 3.24115507],[ 22.33328172]
[ 3.28443474],[ 3.49317251]
[ 3.49625537],[ 2.81609652]
[ 3.59903337],[ 123.31491985]
[ 1.77162947],[ 16.68289212]
[ 2.2425852],[ 108.81478507]
[ 2.65997205],[ 123.71333578]
[ 3.37080898],[ 115.48756137]
[ 2.99920065],[ 125.34071847]
[ 3.68185203],[ 125.66201817]
[ 2.25800571],[ 19.96493918]
[ 3.25738574],[ 23.5072881]
[ 3.28527512],[ 126.75176048]
[ 3.2106981],[ 124.03348344]
[ 3.41776243],[ 15.34286642]
[ 1.76959503],[ 2.38080684]
[ 3.89999376],[ 120.00002033]
[ 3.7836191],[ 72.27412617]
[ 3.29725709],[ 56.26592243]
[ 2.25130589],[ 22.41359901]
[ 3.48268726],[ 40.99497726]
[ 4.625626],[ 10.32947422]
[ 1.00166909],[ 18.04752902]
[ 4.20436416],[ 2.19564761]
[ 2.27034582],[ 26.41791679]
[ 4.70700881],[ 124.00725835]
[ 2.976782],[ 124.96621753]
[ 5.75508629],[ 10.31357258]
[ 3.21435096],[ 109.58148642]
[ 2.9560588],[ 126.14586033]
[ 2.72168954],[ 23.79773309]
[ 3.7411179],[ 7.48096009]
[ 2.96969188],[ 124.5869382]
[ 2.30448676],[ 124.29620605]
[ 3.27805506],[ 124.21716045]
[ 3.54621902],[ 2.19034408]
[ 2.92702781],[ 30.46961478]
[ 3.85388912],[ 122.32714096]
[ 3.85914519],[ 26.24057655]
[ 2.85441754],[ 41.86856722]
[ 3.90046983],[ 8.68090453]
[ 2.17980313],[ 16.97239008]
[ 2.06976535],[ 124.9699922]
[ 4.04270227],[ 124.23685767]
[ 2.02036033],[ 127.15110369]
[ 2.88122411],[ 125.45796019]
[ 3.87088455],[ 124.85534563]
[ 3.57161025],[ 123.50499658]
[ 4.36496381],[ 84.77849756]
[ 3.7480458],[ 17.76286009]
[ 3.12050601],[ 124.51917448]
[ 3.12900229],[ 125.11833667]
[ 2.95754828],[ 28.08881326]
[ 2.79121465],[ 29.42491304]
[ 3.16010287],[ 125.21229826]
[ 3.56052152],[ 66.44404711]
[ 3.40574377],[ 117.24254029]
[ 3.28625327],[ 12.84385415]
[ 2.44328647],[ 110.69456391]
[ 0.80345398],[ 119.14838949]
[ 3.27787158],[ 125.44489189]
[ 1.81087048],[ 1.80551336]
[ 3.76359133],[ 28.3671832]
[ 2.58513532],[ 99.21515255]
[ 3.43636324],[ 7.73198319]
[ 4.23176297],[ 124.59431242]
[ 2.59560023],[ 44.02062029]
[ 2.78493894],[ 2.22770375]
[ 4.89829687],[ 124.0959956]
[ 3.39184835],[ 5.71606322]
[ 4.05114861],[ 125.71560492]
[ 3.91623734],[ 4.30866301]
[ 4.04434641],[ 7.09469022]
[ 3.24177882],[ 3.43852713]
[ 3.21535395],[ 106.84741087]
[ 3.30222428],[ 125.12909679]
[ 4.85110736],[ 1.97339243]
[ 3.77142322],[ 125.05690346]
[ 3.2777161],[ 25.72033905]
[ 3.40854851],[ 124.79799176]
[ 2.24413521],[ 2.57278364]
[ 3.26440198],[ 28.49432577]
[ 3.16840466],[ 123.40917607]
[ 3.28395598],[ 16.08246846]
[ 1.45140397],[ 124.72416863]
[ 3.84592064],[ 10.47850488]
[ 3.7142943],[ 64.25325808]
[ 2.96484302],[ 124.35608252]
[ 4.05364073],[ 8.26051217]
[ 3.23638296],[ 122.76053541]
[ 3.33866946],[ 120.94762032]
[ 3.08723668],[ 122.37525313]
[ 3.79376266],[ 11.26605322]
[ 2.79679679],[ 122.64396475]
[ 3.46838056],[ 126.44972383]
[ 2.87579575],[ 14.903806]
[ 3.86918843],[ 81.43282335]
[ 3.34812761],[ 123.85625484]
[ 3.57599243],[ 123.92800741]
[ 4.25550482],[ 2.6279258]
[ 3.23687821],[ 122.71605935]
[ 3.62032488],[ 127.1757158]
[ 3.67969361],[ 11.59341534]
[ 4.30317987],[ 8.21133416]
[ 1.32890395],[ 2.37121512]
[ 3.96638184],[ 11.15721072]
[ 2.75933491],[ 32.20693927]
[ 5.05519181],[ 23.47275872]
[ 3.10388899],[ 20.27405006]
[ 2.20219725],[ 125.75495234]
[ 4.00835032],[ 48.68076397]
[ 2.72768146],[ 11.47004261]
[ 3.49024594],[ 124.88426104]
[ 3.33066585],[ 125.1781714]
[ 2.92371053],[ 35.70751715]
[ 3.07619041],[ 124.76933947]
[ 3.0633633],[ 126.18434261]
[ 3.63266595],[ 38.82794936]
[ 4.00576931],[ 124.84794505]
[ 2.35444941],[ 7.58361692]
[ 3.3509043],[ 27.49332647]
[ 3.18984204],[ 125.4784787]
[ 3.65827313],[ 125.24657145]
[ 3.19587873],[ 124.1805218]
[ 2.30790209],[ 125.30320477]
[ 2.81135969],[ 16.85865893]
[ 2.50712286],[ 20.08966067]
[ 4.13978852],[ 1.95352805]
[ 2.27779935],[ 121.62201446]
[ 4.37724564],[ 2.79738489]
[ 3.82101899],[ 126.53775488]
[ 3.26288837],[ 125.77599578]
[ 3.0369685],[ 52.8204308]
[ 4.56921547],[ 15.48990292]
[ 3.01576105],[ 122.81621086]
[ 3.46273245],[ 33.14070035]
[ 3.50682512],[ 126.34894759]
[ 3.66908866],[ 117.51314681]
[ 2.39698973],[ 125.31216123]
[ 3.52981798],[ 2.76287895]
[ 3.07367515],[ 123.31761877]
[ 5.77965615],[ 109.15685616]
[ 2.93218529],[ 3.40285693]
[ 3.29586814],[ 127.24723735]
[ 4.07605099],[ 124.21927301]
[ 3.31421672],[ 123.46152335]
[ 3.28418762],[ 13.45493589]
[ 3.29780713],[ 123.34463505]
[ 2.96997986],[ 125.33272732]
[ 3.02600118],[ 124.756674]
[ 3.77634609],[ 5.6740685]
[ 2.38841069],[ 125.10856837]
[ 3.18901839],[ 122.82802206]
[ 3.56469656],[ 123.12042944]
[ 2.32475897],[ 25.09989658]
[ 4.01665123],[ 122.92784157]
[ 2.92706253],[ 126.23092067]
[ 2.97230574],[ 126.28520884]
[ 2.52527619],[ 36.29606918]
[ 2.72727615],[ 123.88719862]
[ 3.22382332],[ 30.42686063]
[ 3.85285844],[ 120.56402844]
[ 2.62139056],[ 21.46983046]
[ 3.58289084],[ 121.26911145]
[ 3.49057346],[ 123.92252933]
[ 2.02658582],[ 125.45244709]
[ 2.85612106],[ 29.36332696]
[ 3.01863622],[ 2.85229234]
[ 3.36824407],[ 3.30891876]
[ 3.37942173],[ 123.09621]
[ 3.32632664],[ 47.04453887]
[ 4.13900479],[ 8.30189036]
[ 3.44291769],[ 123.4849846]
[ 4.0442393],[ 123.71971488]
[ 2.73811447],[ 125.09391149]
[ 1.51946283],[ 1.77232523]
[ 5.20158133],[ 125.26443859]
[ 2.65742062],[ 23.92462932]
[ 3.02690399],[ 24.6859196]
[ 2.81004687],[ 125.15475378]
[ 3.00909287],[ 124.96615151]
[ 3.50235924],[ 35.75851902]
[ 3.17649192],[ 123.59257459]
[ 3.79099532],[ 6.39261502]
[ 4.67394203],[ 121.94646699]
[ 3.90559173],[ 2.6177912]
[ 4.0789884],[ 104.89543857]
[ 3.66133134],[ 46.24459499]
[ 4.11382637],[ 126.62246127]
[ 3.20545232],[ 27.76640812]
[ 3.1009941],[ 124.28326743]
[ 3.20539062],[ 124.78786519]
[ 3.32543165],[ 121.97911171]
[ 3.95174986],[ 123.28301459]
[ 5.65621797],[ 122.93874624]
[ 3.07534746],[ 125.55671576]
[ 2.6664551],[ 123.61242513]
[ 2.98688879],[ 125.15466438]
[ 3.85556654],[ 128.57533982]
[ 3.38593621],[ 121.72806151]
[ 3.42292201],[ 123.38086703]
[ 4.14563843],[ 18.27552171]
[ 3.1313785],[ 123.81719934]
[ 1.92003355],[ 21.34429649]
[ 3.68075465],[ 122.30809664]
[ 3.56978292],[ 10.9154598]
[ 1.78471551],[ 2.74730597]
[ 3.19564475],[ 20.36007607]
[ 3.72674889],[ 17.13497471]
[ 3.10502061],[ 126.6729028]
[ 3.21682106],[ 18.51519677]
[ 2.09942029],[ 27.87824551]
[ 2.25385775],[ 19.83773051]
[ 4.14283516],[ 125.09533434]
[ 2.68945237],[ 125.09707168]
[ 3.5584222],[ 125.58053723]
[ 3.40941981],[ 125.67403141]
[ 3.12800945],[ 127.02052437]
[ 3.29083546],[ 125.21970372]
[ 4.06451562],[ 8.36022863]
[ 4.66276248],[ 124.87970436]
[ 3.07619948],[ 124.35478497]
[ 3.59973817],[ 121.87745909]
[ 1.55440722],[ 122.22329012]
[ 3.40678553],[ 121.31505417]
[ 3.17655088],[ 30.9588435]
[ 3.20266692],[ 30.39792198]
[ 3.10542074],[ 16.25254343]
[ 4.62320506],[ 11.63030945]
[ 2.75929668],[ 120.91358876]
[ 4.21306974],[ 124.92135522]
[ 3.34504432],[ 123.78092447]
[ 3.90502558],[ 11.06854601]
[ 4.5179539],[ 124.80689982]
[ 3.86733658],[ 8.89552245]
[ 3.41245696],[ 117.25988246]
[ 3.32606731],[ 33.00823652]
[ 4.50548797],[ 62.51613706]
[ 4.82708206],[ 125.16672835]
[ 3.12069408],[ 7.73285711]
[ 3.44220817],[ 13.58916566]
[ 2.19522908],[ 124.77537441]
[ 3.05590448],[ 97.40912616]
[ 3.24720981],[ 122.36669623]
[ 3.838487],[ 54.14184054]
[ 3.16305912],[ 14.69079941]
[ 3.26656527],[ 124.77554831]
[ 3.328719],[ 123.81742388]
[ 3.0634876],[ 7.26839327]
[ 4.0670972],[ 124.08788527]
[ 4.15839084],[ 8.25102407]
[ 3.08375551],[ 126.57735712]
[ 3.30229416],[ 117.58456393]
[ 3.37910442],[ 123.27686299]
[ 3.17291593],[ 26.6769961]
[ 4.5185131],[ 8.86130648]
[ 4.70974358],[ 5.93626014]
[ 1.84580822],[ 3.1297302]
[ 3.28073904],[ 4.51884324]
[ 4.17973439],[ 124.72399316]
[ 2.73458638],[ 123.54121192]
[ 2.5837375],[ 13.74486384]
[ 2.98013876],[ 111.92454885]
[ 3.30490046],[ 48.685473]
[ 3.58702721],[ 2.86150183]
[ 4.40117801],[ 126.4291635]
[ 2.69614591],[ 125.02810097]
[ 3.80118554],[ 123.95166608]
[ 1.66950808],[ 11.19106025]
[ 1.60175346],[ 124.61298979]
[ 3.16759471],[ 22.4483085]
[ 4.98741912],[ 125.27368805]
[ 5.36817367],[ 126.34377045]
[ 3.14543846],[ 6.85940704]
[ 3.29760662],[ 123.14045362]
[ 3.56824785],[ 124.74800966]
[ 2.58007216],[ 124.71672631]
[ 2.6723075],[ 124.22250255]
[ 4.54185738],[ 124.85942735]
[ 3.62513064],[ 121.28650238]
[ 3.94585173],[ 124.02024435]
[ 3.24207359],[ 7.20622149]
[ 3.46486431],[ 16.35657779]
[ 2.97753046],[ 124.06289626]
[ 5.10454522],[ 1.76861913]
[ 2.59526192],[ 29.20917134]
[ 3.11038804],[ 20.6504055]
[ 3.27363109],[ 126.02976562]
[ 4.60645155],[ 124.52210557]
[ 3.04629575],[ 125.56336833]
[ 3.68523527],[ 122.74768223]
[ 2.05442122],[ 122.60036458]
[ 2.3751474],[ 124.93579847]
[ 3.7351662],[ 118.16647181]
[ 2.93962987],[ 122.18109412]
[ 0.90189666],[ 132.83616928]
[ 3.29874878],[ 125.35448663]
[ 3.37708669],[ 11.47810615]
[ 3.21477651],[ 46.93071823]
[ 3.38781092],[ 38.46190386]
[ 3.18584841],[ 22.21099928]
[ 2.94618353],[ 35.19439937]
[ 3.5028243],[ 9.83558268]
[ 3.80470272],[ 124.11650611]
[ 2.85928702],[ 2.39772001]
[ 2.2828352],[ 2.21891244]
[ 3.91386977],[ 1.97146466]
[ 2.97822159],[ 9.83759031]
[ 3.12607092],[ 11.46288456]
[ 3.62826042],[ 75.73370518]
[ 4.78685406],[ 11.08756421]
[ 3.56795146],[ 124.65926449]
[ 3.7447908],[ 124.80579357]
[ 4.31849783],[ 122.85147698]
[ 2.88251088],[ 5.19278273]
[ 2.86195114],[ 126.07267589]
[ 3.81137053],[ 46.19930447]
[ 3.05490985],[ 2.69743111]
[ 4.43083877],[ 9.79842034]
[ 3.28398499],[ 100.3546908]
[ 3.76866013],[ 49.83579573]
[ 3.05302355],[ 100.63747187]
[ 4.55250402],[ 2.62311512]
[ 3.34958945],[ 2.45310701]
[ 2.99040232],[ 106.13734984]
[ 3.441707],[ 22.18830189]
[ 3.24416004],[ 21.81420077]
[ 3.21466582],[ 120.36927574]
[ 3.02194835],[ 19.55954084]
[ 3.61887858],[ 125.60208893]
[ 3.89743191],[ 125.50727553]
[ 2.36897952],[ 124.96969315]
[ 4.56085318],[ 16.33891933]
[ 3.16297874],[ 126.19196015]
[ 3.50733641],[ 2.36257485]
[ 3.41736949],[ 123.00557616]
[ 3.83896218],[ 11.71685441]
[ 4.27523428],[ 9.30644077]
[ 3.40558167],[ 9.14954568]
[ 2.79294313],[ 125.54414413]
[ 3.90741213],[ 124.41379784]
[ 2.76893529],[ 29.82684947]
[ 3.04338605],[ 125.1706119]
[ 3.60958453],[ 1.9475673]
[ 3.50740391],[ 6.37900974]
[ 3.81305122],[ 122.00997627]
[ 2.79699813],[ 126.18965541]
[ 1.75111196],[ 104.48894052]
[ 3.60319143],[ 125.712939]
[ 4.1424801],[ 2.14934462]
[ 3.06302948],[ 125.22643068]
[ 3.28039866],[ 120.57105221]
[ 3.96352277],[ 122.09818891]
[ 2.32613508],[ 1.73191979]
[ 1.55561852],[ 127.63426807]
[ 4.53083153],[ 11.86247607]
[ 2.78888795],[ 56.82883657]
[ 4.17455329],[ 102.18702106]
[ 3.61704387],[ 3.11191632]
[ 2.58565504],[ 27.19818146]
[ 3.14065194],[ 12.11727186]
[ 3.16126605],[ 20.26154699]
[ 4.137714],[ 122.99974704]
[ 1.63154707],[ 125.81842853]
[ 3.56730083],[ 24.37109977]
[ 3.90644749],[ 124.25698558]
[ 3.21584977],[ 45.04879355]
[ 4.30751337],[ 70.40210249]
[ 5.10370974],[ 33.40676789]
[ 3.14473212],[ 58.43351558]
[ 2.97546041],[ 124.03161354]
[ 3.32252614],[ 6.14992681]
[ 3.32413164],[ 123.49233271]
[ 2.78977092],[ 39.84934696]
[ 2.22025241],[ 18.49145828]
[ 4.85073646],[ 16.23769452]
[ 3.20242308],[ 107.83089045]
[ 3.28670769],[ 124.18052103]
[ 3.3432188],[ 124.19849071]
[ 3.37559415],[ 129.65809305]
[ 3.10553643],[ 38.02063624]
[ 2.8563316],[ 125.63261864]
[ 2.94777798],[ 125.25984809]
[ 3.03833185],[ 55.18664006]
[ 3.47096125],[ 100.09629637]
[ 2.92251586],[ 123.19381636]
[ 3.5304316],[ 5.89113678]
[ 3.37526139],[ 8.24765693]
[ 3.25603595],[ 124.21934657]
[ 3.56053155],[ 124.95756989]
[ 3.34772374],[ 124.78205005]
[ 2.84348738],[ 26.24840609]
[ 3.47851495],[ 19.88432984]
[ 3.14261692],[ 23.43393769]
[ 3.3065347],[ 23.13478554]
[ 1.70798262],[ 13.77818587]
[ 3.0201672],[ 25.5482064]
[ 3.4969061],[ 125.70818624]
[ 3.09141859],[ 13.54510446]
[ 3.37722333],[ 122.72306274]
[ 3.72116246],[ 124.1009344]
[ 3.29046175],[ 125.9994542]
[ 2.84747551],[ 40.90619814]
[ 2.94224817],[ 125.41967079]
[ 3.6095648],[ 36.09654976]
[ 2.93085131],[ 123.26253342]
[ 3.98609627],[ 125.38743212]
[ 3.79651925],[ 10.40252076]
[ 3.44267565],[ 9.01591603]
[ 3.28086612],[ 122.4729268]
[ 2.97977471],[ 102.81467773]
[ 3.51819758],[ 12.24541121]
[ 2.97008216],[ 20.43476333]
[ 3.42475544],[ 57.95793289]
[ 3.59252972],[ 14.49049352]
[ 3.3825971],[ 123.53894225]
[ 2.98746664],[ 16.3772197]
[ 2.82451117],[ 122.91201005]
[ 2.96920318],[ 125.12798921]
[ 4.25349585],[ 118.99902796]
[ 3.18432634],[ 125.82748756]
[ 2.54401136],[ 46.99481639]
[ 3.77331946],[ 1.99861725]
[ 3.60344145],[ 124.53057137]
[ 3.13257121],[ 2.63071089]
[ 3.61873568],[ 35.83768401]
[ 3.47631087],[ 26.60280514]
[ 4.31269729],[ 3.70978483]
[ 3.26563193],[ 32.35384912]
[ 2.92905105],[ 127.05656827]
[ 3.31072276],[ 15.05788009]
[ 3.30127526],[ 125.10469452]
[ 3.17662894],[ 32.91302902]
[ 3.20059831],[ 124.35384893]
[ 3.93453881],[ 125.00898112]
[ 3.09590204],[ 124.44167665]
[ 4.47627251],[ 121.8931146]
[ 2.94948495],[ 125.78197096]
[ 3.51189657],[ 128.46680208]
[ 2.21687913],[ 4.81456255]
[ 3.36274921],[ 126.01094121]
[ 3.14094776],[ 1.69293055]
[ 2.30072843],[ 126.56938453]
[ 3.44132972],[ 124.96704211]
[ 2.56689646],[ 125.28144222]
[ 3.12655153],[ 14.93618412]
[ 2.12508313],[ 124.39940486]
[ 2.84322274],[ 20.03899217]
[ 2.91013194],[ 3.82342225]
[ 3.00099673],[ 124.11527815]
[ 0.60904405],[ 123.04609047]
[ 3.4215302],[ 116.07432152]
[ 3.43785342],[ 25.52519771]
[ 3.43351587],[ 123.73793653]
[ 3.66865449],[ 35.11661807]
[ 3.58526634],[ 123.21250372]
[ 1.82563269],[ 24.56651556]
[ 2.26346785],[ 124.76704682]
[ 3.06456329],[ 126.93592881]
[ 4.50420682],[ 9.39323862]
[ 3.489607],[ 7.13304633]
[ 4.07578058],[ 37.13075764]
[ 3.65566865],[ 5.98018981]
[ 4.36130968],[ 126.20189179]
[ 1.48516278],[ 123.28673478]
[ 2.48154822],[ 124.81921225]
[ 3.59158623],[ 126.14492516]
[ 3.08042239],[ 122.34917887]
[ 3.56760066],[ 123.38279796]
[ 4.21772666],[ 2.28200851]
[ 2.46938387],[ 14.68879664]
[ 3.38602857],[ 11.06178979]
[ 2.72657687],[ 126.10710385]
[ 3.55480231],[ 88.17925722]
[ 3.0065686],[ 128.44752029]
[ 2.09299527],[ 19.90918424]
[ 3.26969449],[ 124.00089057]
[ 3.18929684],[ 24.11592211]
[ 3.37297795],[ 123.52076455]
[ 3.85684147],[ 101.32160192]
[ 3.73201146],[ 9.81035868]
[ 2.83678462],[ 2.23682064]
[ 3.90406199],[ 123.91965272]
[ 3.56443907],[ 28.57932012]
[ 4.57872476],[ 125.37176558]
[ 3.64050071],[ 3.27083762]
[ 2.55122066],[ 25.42654707]
[ 2.86185003],[ 33.38983042]
[ 1.1885252],[ 122.83055332]
[ 2.35832827],[ 123.79742457]
[ 3.06474404],[ 122.45981281]
[ 2.79018843],[ 14.83564473]
[ 3.04692529],[ 122.28670139]
[ 3.60789756],[ 125.72338743]
[ 4.9934954],[ 8.65529198]
[ 3.64819637],[ 56.13269274]
[ 3.38487043],[ 16.18550862]
[ 3.20635076],[ 12.32144181]
[ 2.23245019],[ 27.03380076]
[ 2.93185513],[ 124.64518171]
[ 2.86009019],[ 124.78494175]
[ 3.06088865],[ 52.55164076]
[ 3.50308219],[ 120.88252492]
[ 3.45028116],[ 2.8924223]
[ 3.10610883],[ 6.32989698]
[ 4.19549895],[ 122.73324429]
[ 3.49999411],[ 3.20728]
[ 2.83423876],[ 122.35216587]
[ 3.55100832],[ 43.78604638]
[ 2.95645352],[ 123.78764766]
[ 3.52707364],[ 1.62501691]
[ 2.84886987],[ 18.65952501]
[ 1.61915661],[ 125.56891604]
[ 3.3288161],[ 40.82643531]
[ 3.77695208],[ 15.52400074]
[ 1.73771213],[ 126.45966763]
[ 4.13557219],[ 58.36691449]
[ 4.95663833],[ 120.75681374]
[ 3.86090155],[ 20.05498288]
[ 3.70488644],[ 2.99972158]
[ 2.74677117],[ 117.49529917]
[ 3.57119612],[ 122.57227814]
[ 2.59861433],[ 125.92870974]
[ 2.24657726],[ 124.14466688]
[ 3.467878],[ 125.67187242]
[ 3.94665059],[ 28.07624105]
[ 3.10500836],[ 2.19838713]
[ 4.10887033],[ 3.45426056]
[ 3.7157653],[ 123.44489895]
[ 2.80369687],[ 32.55094206]
[ 5.25230154],[ 122.98396775]
[ 2.74682072],[ 124.72932104]
[ 3.76791243],[ 125.41614818]
[ 1.51533737],[ 121.41014362]
[ 3.21294045],[ 26.64480243]
[ 3.7723888],[ 63.62225623]
[ 2.92136975],[ 3.01321832]
[ 3.93887391],[ 123.61866648]
[ 3.17982216],[ 37.04174676]
[ 3.110716],[ 123.75522964]
[ 3.9912398],[ 124.32303746]
[ 3.26095655],[ 2.59996999]
[ 3.61308673],[ 124.36401771]
[ 5.24950096],[ 41.21404755]
[ 3.58539542],[ 63.15003904]
[ 3.3240227],[ 124.4262006]
[ 2.75404506],[ 2.05709184]
[ 3.354322],[ 14.51484253]
[ 1.56184221],[ 3.65473579]
[ 1.75993184],[ 126.27928802]
[ 3.35248461],[ 40.88311458]
[ 3.43845981],[ 7.87439645]
[ 2.87649034],[ 30.75831932]
[ 1.99481643],[ 2.84158322]
[ 3.18031584],[ 124.26771914]
[ 2.79544187],[ 123.10753722]
[ 3.61315271],[ 124.68212147]
[ 2.70396121],[ 125.38480973]
[ 3.21149919],[ 28.54368618]
[ 3.8183651],[ 17.02157353]
[ 2.49717849],[ 34.47864299]
[ 3.31437175],[ 123.64807488]
[ 2.60909339],[ 124.17019602]
[ 3.31596581],[ 123.14005117]
[ 3.81156648],[ 122.89948813]
[ 3.61380107],[ 125.10945255]
[ 4.18964873],[ 123.42771601]
[ 3.00140924],[ 99.108227]
[ 3.32687287],[ 5.93247569]
[ 3.70653048],[ 3.08261511]
[ 3.62126761],[ 125.23347239]
[ 3.37556011],[ 36.66063454]
[ 3.16570231],[ 126.21292275]
[ 1.74150722],[ 125.4211162]
[ 2.33127813],[ 2.55137668]
[ 3.36858664],[ 32.25833068]
